system_id,timestamp_utc,lat,lon,num_panels,panel_area_m2,panel_efficiency,inverter_efficiency,tilt_deg,azimuth_deg,inverter_max_ac_kw,ghi_w_m2,temperature_C,poa_w_m2,system_capacity_kw,pvwatts_pred_kwh,your_baseline_kwh,measured_ac_kwh,hour_of_day,day_of_year
sys_2,2025-09-07T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,314.94,16.32,304.21,2.196,0.6354,0.61,0.6076,9,250
sys_2,2025-09-07T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,312.56,15.21,301.91,2.196,0.6306,0.6054,0.5802,10,250
sys_2,2025-09-07T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,350.56,14.35,338.62,2.196,0.7073,0.679,0.7062,11,250
sys_2,2025-09-07T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,365.97,16.69,353.5,2.196,0.7384,0.7088,0.6658,12,250
sys_2,2025-09-07T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,288.49,12.69,278.66,2.196,0.582,0.5588,0.5512,13,250
sys_2,2025-09-07T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,371.22,12.78,358.58,2.196,0.749,0.719,0.719,14,250
sys_2,2025-09-07T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,271.95,8.74,262.68,2.196,0.5487,0.5267,0.4565,15,250
sys_2,2025-09-07T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,344.34,9.25,332.61,2.196,0.6947,0.6669,0.6318,16,250
sys_2,2025-09-07T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,280.63,7.17,271.07,2.196,0.5662,0.5435,0.4491,17,250
sys_2,2025-09-07T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,238.32,4.56,230.2,2.196,0.4808,0.4616,0.4041,18,250
sys_2,2025-09-07T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,233.66,7.52,225.7,2.196,0.4714,0.4526,0.4247,19,250
sys_2,2025-09-07T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,205.72,7.46,198.71,2.196,0.415,0.3984,0.3536,20,250
sys_2,2025-09-07T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,136.0,7.96,131.37,2.196,0.2744,0.2634,0.2578,21,250
sys_2,2025-09-07T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,92.75,6.92,89.59,2.196,0.1871,0.1796,0.1993,22,250
sys_2,2025-09-07T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,43.39,10.77,41.91,2.196,0.0875,0.084,0.0787,23,250
sys_2,2025-09-08T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,24.94,12.33,24.09,2.196,0.0503,0.0483,0.0442,0,251
sys_2,2025-09-08T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,71.78,14.12,69.34,2.196,0.1448,0.139,0.1338,1,251
sys_2,2025-09-08T02:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,64.12,11.79,61.94,2.196,0.1294,0.1242,0.1189,2,251
sys_2,2025-09-08T03:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,102.11,16.91,98.64,2.196,0.206,0.1978,0.1947,3,251
sys_2,2025-09-08T04:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,207.4,14.33,200.33,2.196,0.4184,0.4017,0.3917,4,251
sys_2,2025-09-08T05:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,216.55,18.01,209.17,2.196,0.4369,0.4194,0.4113,5,251
sys_2,2025-09-08T06:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,245.16,16.49,236.8,2.196,0.4946,0.4748,0.45,6,251
sys_2,2025-09-08T07:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,266.85,21.45,257.76,2.196,0.5384,0.5168,0.4734,7,251
sys_2,2025-09-08T08:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,239.33,18.03,231.17,2.196,0.4829,0.4635,0.4861,8,251
sys_2,2025-09-08T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,330.84,18.9,319.57,2.196,0.6675,0.6408,0.5906,9,251
sys_2,2025-09-08T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,324.52,17.26,313.47,2.196,0.6547,0.6285,0.6405,10,251
sys_2,2025-09-08T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,349.09,11.17,337.2,2.196,0.7043,0.6761,0.6423,11,251
sys_2,2025-09-08T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,391.8,13.78,378.45,2.196,0.7905,0.7588,0.7118,12,251
sys_2,2025-09-08T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,328.96,9.86,317.75,2.196,0.6637,0.6371,0.5844,13,251
sys_2,2025-09-08T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,290.12,11.93,280.23,2.196,0.5853,0.5619,0.4809,14,251
sys_2,2025-09-08T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,293.85,6.63,283.84,2.196,0.5928,0.5691,0.5816,15,251
sys_2,2025-09-08T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,354.85,7.58,342.76,2.196,0.7159,0.6873,0.6354,16,251
sys_2,2025-09-08T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,272.66,7.62,263.37,2.196,0.5501,0.5281,0.5081,17,251
sys_2,2025-09-08T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,210.46,7.06,203.29,2.196,0.4246,0.4076,0.3774,18,251
sys_2,2025-09-08T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,257.51,7.64,248.74,2.196,0.5195,0.4988,0.5105,19,251
sys_2,2025-09-08T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,125.92,6.05,121.63,2.196,0.2541,0.2439,0.2204,20,251
sys_2,2025-09-08T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,136.02,11.43,131.38,2.196,0.2744,0.2634,0.2687,21,251
sys_2,2025-09-08T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,57.19,8.8,55.24,2.196,0.1154,0.1108,0.1047,22,251
sys_2,2025-09-08T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,30.77,11.4,29.72,2.196,0.0621,0.0596,0.0591,23,251
sys_2,2025-09-09T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,0.0,10.89,0.0,2.196,0.0,0.0,0.0,0,252
sys_2,2025-09-09T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,36.08,14.29,34.85,2.196,0.0728,0.0699,0.0721,1,252
sys_2,2025-09-09T02:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,75.12,13.14,72.56,2.196,0.1516,0.1455,0.1569,2,252
sys_2,2025-09-09T03:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,85.85,16.49,82.93,2.196,0.1732,0.1663,0.1833,3,252
sys_2,2025-09-09T04:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,160.23,17.3,154.77,2.196,0.3233,0.3103,0.3215,4,252
sys_2,2025-09-09T05:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,197.21,17.2,190.49,2.196,0.3979,0.382,0.366,5,252
sys_2,2025-09-09T06:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,249.61,19.12,241.1,2.196,0.5036,0.4834,0.4455,6,252
sys_2,2025-09-09T07:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,251.85,17.74,243.27,2.196,0.5081,0.4878,0.4158,7,252
sys_2,2025-09-09T08:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,332.15,16.38,320.83,2.196,0.6701,0.6433,0.6627,8,252
sys_2,2025-09-09T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,318.81,17.84,307.95,2.196,0.6432,0.6175,0.6183,9,252
sys_2,2025-09-09T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,326.45,16.56,315.33,2.196,0.6586,0.6323,0.6413,10,252
sys_2,2025-09-09T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,345.08,16.78,333.32,2.196,0.6962,0.6684,0.6584,11,252
sys_2,2025-09-09T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,329.87,11.43,318.63,2.196,0.6655,0.6389,0.5972,12,252
sys_2,2025-09-09T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,365.11,10.46,352.67,2.196,0.7366,0.7072,0.6954,13,252
sys_2,2025-09-09T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,345.96,11.13,334.17,2.196,0.698,0.6701,0.6641,14,252
sys_2,2025-09-09T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,338.75,9.9,327.21,2.196,0.6834,0.6561,0.664,15,252
sys_2,2025-09-09T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,271.72,8.19,262.46,2.196,0.5482,0.5263,0.4927,16,252
sys_2,2025-09-09T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,267.12,7.88,258.02,2.196,0.5389,0.5174,0.5223,17,252
sys_2,2025-09-09T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,242.86,8.47,234.58,2.196,0.49,0.4704,0.4527,18,252
sys_2,2025-09-09T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,183.79,7.46,177.52,2.196,0.3708,0.356,0.3374,19,252
sys_2,2025-09-09T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,141.14,7.08,136.33,2.196,0.2848,0.2734,0.2745,20,252
sys_2,2025-09-09T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,125.13,6.71,120.86,2.196,0.2524,0.2424,0.2385,21,252
sys_2,2025-09-09T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,38.97,11.86,37.64,2.196,0.0786,0.0755,0.063,22,252
sys_2,2025-09-09T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,50.18,10.29,48.47,2.196,0.1012,0.0972,0.0976,23,252
sys_2,2025-09-10T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,25.3,13.34,24.44,2.196,0.051,0.049,0.0519,0,253
sys_2,2025-09-10T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,127.19,12.69,122.86,2.196,0.2566,0.2464,0.2526,1,253
sys_2,2025-09-10T02:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,98.11,13.58,94.76,2.196,0.1979,0.19,0.0,2,253
sys_2,2025-09-10T03:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,163.82,15.1,158.24,2.196,0.3305,0.3173,0.305,3,253
sys_2,2025-09-10T04:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,144.35,18.52,139.43,2.196,0.2912,0.2796,0.2449,4,253
sys_2,2025-09-10T05:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,182.52,18.88,176.3,2.196,0.3682,0.3535,0.3455,5,253
sys_2,2025-09-10T06:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,233.77,18.64,225.8,2.196,0.4716,0.4528,0.4671,6,253
sys_2,2025-09-10T07:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,252.41,19.69,243.81,2.196,0.5093,0.4889,0.0,7,253
sys_2,2025-09-10T08:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,310.29,15.61,299.71,2.196,0.626,0.601,0.5996,8,253
sys_2,2025-09-10T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,320.22,16.35,309.31,2.196,0.6461,0.6202,0.6055,9,253
sys_2,2025-09-10T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,340.84,14.82,329.23,2.196,0.6877,0.6602,0.5968,10,253
sys_2,2025-09-10T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,268.4,11.69,259.26,2.196,0.5415,0.5198,0.4513,11,253
sys_2,2025-09-10T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,377.25,12.02,364.4,2.196,0.7611,0.7307,0.7605,12,253
sys_2,2025-09-10T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,303.12,10.8,292.79,2.196,0.6116,0.5871,0.5947,13,253
sys_2,2025-09-10T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,306.35,9.38,295.91,2.196,0.6181,0.5933,0.5616,14,253
sys_2,2025-09-10T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,348.06,11.29,336.2,2.196,0.7022,0.6741,0.6165,15,253
sys_2,2025-09-10T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,268.27,6.06,259.12,2.196,0.5412,0.5196,0.4907,16,253
sys_2,2025-09-10T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,239.83,5.39,231.66,2.196,0.4839,0.4645,0.4088,17,253
sys_2,2025-09-10T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,234.02,3.55,226.04,2.196,0.4721,0.4532,0.025,18,253
sys_2,2025-09-10T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,230.64,8.48,222.78,2.196,0.4653,0.4467,0.4371,19,253
sys_2,2025-09-10T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,201.71,7.09,194.83,2.196,0.407,0.3907,0.4003,20,253
sys_2,2025-09-10T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,130.78,8.61,126.32,2.196,0.2638,0.2533,0.2456,21,253
sys_2,2025-09-10T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,117.48,8.89,113.47,2.196,0.237,0.2275,0.0,22,253
sys_2,2025-09-10T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,0.38,12.69,0.37,2.196,0.0008,0.0007,0.0007,23,253
sys_2,2025-09-11T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,20.11,13.47,19.42,2.196,0.0406,0.0389,0.0347,0,254
sys_2,2025-09-11T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,19.3,12.64,18.65,2.196,0.0389,0.0374,0.035,1,254
sys_2,2025-09-11T02:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,66.71,14.9,64.44,2.196,0.1346,0.1292,0.1316,2,254
sys_2,2025-09-11T03:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,136.39,15.68,131.74,2.196,0.2752,0.2642,0.2437,3,254
sys_2,2025-09-11T04:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,179.32,15.3,173.21,2.196,0.3618,0.3473,0.3281,4,254
sys_2,2025-09-11T05:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,213.35,15.34,206.08,2.196,0.4304,0.4132,0.4446,5,254
sys_2,2025-09-11T06:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,258.38,17.1,249.58,2.196,0.5213,0.5004,0.507,6,254
sys_2,2025-09-11T07:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,266.13,15.65,257.06,2.196,0.5369,0.5154,0.5202,7,254
sys_2,2025-09-11T08:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,293.1,14.35,283.12,2.196,0.5913,0.5677,0.5587,8,254
sys_2,2025-09-11T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,301.84,19.27,291.56,2.196,0.609,0.5846,0.5115,9,254
sys_2,2025-09-11T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,320.77,13.11,309.84,2.196,0.6472,0.6213,0.5794,10,254
sys_2,2025-09-11T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,353.08,13.82,341.05,2.196,0.7123,0.6839,0.6677,11,254
sys_2,2025-09-11T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,316.82,12.69,306.02,2.196,0.6392,0.6136,0.6207,12,254
sys_2,2025-09-11T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,336.0,11.04,324.55,2.196,0.6779,0.6508,0.6069,13,254
sys_2,2025-09-11T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,368.56,11.72,356.0,2.196,0.7436,0.7138,0.7341,14,254
sys_2,2025-09-11T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,323.23,9.85,312.22,2.196,0.6521,0.626,0.5921,15,254
sys_2,2025-09-11T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,272.12,6.5,262.85,2.196,0.549,0.5271,0.5185,16,254
sys_2,2025-09-11T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,276.38,7.6,266.96,2.196,0.5576,0.5353,0.5178,17,254
sys_2,2025-09-11T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,216.49,5.11,209.11,2.196,0.4368,0.4193,0.411,18,254
sys_2,2025-09-11T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,245.59,8.0,237.22,2.196,0.4955,0.4757,0.4874,19,254
sys_2,2025-09-11T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,204.92,7.24,197.93,2.196,0.4134,0.3969,0.3397,20,254
sys_2,2025-09-11T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,156.25,7.86,150.92,2.196,0.3152,0.3026,0.2974,21,254
sys_2,2025-09-11T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,41.77,10.01,40.35,2.196,0.0843,0.0809,0.0744,22,254
sys_2,2025-09-11T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,64.75,8.85,62.54,2.196,0.1306,0.1254,0.1366,23,254
sys_2,2025-09-12T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,0.0,13.85,0.0,2.196,0.0,0.0,0.0,0,255
sys_2,2025-09-12T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,71.57,13.17,69.14,2.196,0.1444,0.1386,0.1073,1,255
sys_2,2025-09-12T02:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,70.58,13.37,68.17,2.196,0.1424,0.1367,0.1194,2,255
sys_2,2025-09-12T03:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,134.75,15.23,130.16,2.196,0.2719,0.261,0.2728,3,255
sys_2,2025-09-12T04:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,139.7,17.38,134.94,2.196,0.2818,0.2706,0.2483,4,255
sys_2,2025-09-12T05:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,214.45,18.28,207.15,2.196,0.4327,0.4154,0.3359,5,255
sys_2,2025-09-12T06:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,216.01,15.88,208.65,2.196,0.4358,0.4184,0.4176,6,255
sys_2,2025-09-12T07:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,232.52,16.87,224.6,2.196,0.4691,0.4503,0.4602,7,255
sys_2,2025-09-12T08:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,317.35,17.61,306.53,2.196,0.6403,0.6146,0.6106,8,255
sys_2,2025-09-12T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,303.36,18.14,293.02,2.196,0.612,0.5876,0.5306,9,255
sys_2,2025-09-12T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,379.12,15.49,366.2,2.196,0.7649,0.7343,0.7146,10,255
sys_2,2025-09-12T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,375.69,11.32,362.89,2.196,0.758,0.7277,0.7555,11,255
sys_2,2025-09-12T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,337.52,10.98,326.02,2.196,0.681,0.6537,0.6612,12,255
sys_2,2025-09-12T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,328.15,12.74,316.97,2.196,0.6621,0.6356,0.6533,13,255
sys_2,2025-09-12T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,357.68,11.3,345.49,2.196,0.7216,0.6928,0.7295,14,255
sys_2,2025-09-12T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,292.39,6.93,282.43,2.196,0.5899,0.5663,0.541,15,255
sys_2,2025-09-12T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,323.18,9.49,312.17,2.196,0.652,0.626,0.616,16,255
sys_2,2025-09-12T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,287.04,8.26,277.26,2.196,0.5791,0.556,0.5398,17,255
sys_2,2025-09-12T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,236.15,8.1,228.1,2.196,0.4764,0.4574,0.459,18,255
sys_2,2025-09-12T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,222.12,10.31,214.55,2.196,0.4481,0.4302,0.4351,19,255
sys_2,2025-09-12T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,175.57,10.16,169.59,2.196,0.3542,0.3401,0.3216,20,255
sys_2,2025-09-12T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,102.9,9.44,99.39,2.196,0.2076,0.1993,0.2085,21,255
sys_2,2025-09-12T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,120.45,12.82,116.34,2.196,0.243,0.2333,0.2304,22,255
sys_2,2025-09-12T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,48.23,9.62,46.58,2.196,0.0973,0.0934,0.085,23,255
sys_2,2025-09-13T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,36.53,11.07,35.29,2.196,0.0737,0.0708,0.0667,0,256
sys_2,2025-09-13T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,0.0,13.02,0.0,2.196,0.0,0.0,0.0,1,256
sys_2,2025-09-13T02:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,128.28,16.59,123.91,2.196,0.2588,0.2484,0.2414,2,256
sys_2,2025-09-13T03:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,88.35,15.46,85.34,2.196,0.1782,0.1711,0.1597,3,256
sys_2,2025-09-13T04:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,127.56,16.82,123.22,2.196,0.2574,0.2471,0.2486,4,256
sys_2,2025-09-13T05:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,176.1,16.24,170.1,2.196,0.3553,0.3411,0.3598,5,256
sys_2,2025-09-13T06:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,211.9,16.38,204.68,2.196,0.4275,0.4104,0.3816,6,256
sys_2,2025-09-13T07:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,235.51,17.33,227.49,2.196,0.4752,0.4561,0.44,7,256
sys_2,2025-09-13T08:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,287.46,16.98,277.67,2.196,0.58,0.5568,0.5748,8,256
sys_2,2025-09-13T09:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,349.55,17.69,337.64,2.196,0.7052,0.677,0.7049,9,256
sys_2,2025-09-13T10:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,343.08,12.57,331.39,2.196,0.6922,0.6645,0.69,10,256
sys_2,2025-09-13T11:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,342.18,16.16,330.52,2.196,0.6903,0.6627,0.6839,11,256
sys_2,2025-09-13T12:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,336.14,11.99,324.68,2.196,0.6782,0.651,0.6435,12,256
sys_2,2025-09-13T13:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,330.09,10.5,318.84,2.196,0.666,0.6393,0.6492,13,256
sys_2,2025-09-13T14:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,297.48,9.66,287.35,2.196,0.6002,0.5762,0.5721,14,256
sys_2,2025-09-13T15:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,334.12,11.35,322.73,2.196,0.6741,0.6471,0.5906,15,256
sys_2,2025-09-13T16:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,337.01,9.98,325.53,2.196,0.6799,0.6527,0.608,16,256
sys_2,2025-09-13T17:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,273.54,8.08,264.22,2.196,0.5519,0.5298,0.513,17,256
sys_2,2025-09-13T18:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,215.8,6.06,208.44,2.196,0.4354,0.418,0.399,18,256
sys_2,2025-09-13T19:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,182.35,9.96,176.14,2.196,0.3679,0.3532,0.3518,19,256
sys_2,2025-09-13T20:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,179.65,8.72,173.53,2.196,0.3624,0.3479,0.3514,20,256
sys_2,2025-09-13T21:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,150.41,10.96,145.29,2.196,0.3035,0.2913,0.3014,21,256
sys_2,2025-09-13T22:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,81.11,8.94,78.34,2.196,0.1636,0.1571,0.1681,22,256
sys_2,2025-09-13T23:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,114.62,12.29,110.71,2.196,0.2312,0.222,0.2173,23,256
sys_2,2025-09-14T00:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,64.24,11.2,62.05,2.196,0.1296,0.1244,0.1153,0,257
sys_2,2025-09-14T01:00:00,-20.1363,-76.362,28,1.961,0.2,0.951,15,190,5.0,95.07,14.43,91.83,2.196,0.1918,0.1841,0.1754,1,257
